px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
137.577	16.1781	2.73045	0.410406	0.121671	137.653	16.5145	137.639	16.1592	2.61821	0.974442	1.65566
140.311	17.0322	2.89521	0.313511	-0.0158329	140.331	17.008	140.242	17.1733	2.63994	1.07503	0
140.311	17.0322	2.89521	0.313511	-0.0158329	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.752191
142.894	17.9862	2.80938	0.355535	0.019152	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0
142.894	17.9862	2.80938	0.355535	0.019152	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.060169
145.396	19.1507	2.81116	0.461432	0.0728864	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0
145.396	19.1507	2.81116	0.461432	0.0728864	145.789	19.3785	145.51	19.4754	2.66445	1.23795	0.107997
148.229	20.4758	3.21167	0.452576	0.0222987	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0
148.229	20.4758	3.21167	0.452576	0.0222987	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.418031
150.702	22.1043	2.99436	0.614249	0.108092	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0
150.702	22.1043	2.99436	0.614249	0.108092	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.361269
153.4	23.5145	3.05323	0.484165	-0.0428454	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0
153.4	23.5145	3.05323	0.484165	-0.0428454	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.856879
156.048	24.8105	3.00469	0.432345	-0.0485817	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0
156.048	24.8105	3.00469	0.432345	-0.0485817	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.00592981
158.898	26.0282	3.17028	0.378488	-0.0518868	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0
158.898	26.0282	3.17028	0.378488	-0.0518868	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.055816
161.431	27.4103	2.90119	0.496595	0.054339	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0
161.431	27.4103	2.90119	0.496595	0.054339	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.559121
163.638	28.7709	2.62626	0.582455	0.0746936	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0
163.638	28.7709	2.62626	0.582455	0.0746936	164.116	29.315	164.155	28.8064	2.64354	1.28825	0.167735
166.769	30.2166	3.5092	0.360692	-0.108101	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0
166.769	30.2166	3.5092	0.360692	-0.108101	166.748	29.7121	166.809	30.0721	2.63006	1.22694	2.86376
