px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
nan	nan	nan	nan	nan	174.643	33.4625	174.685	33.4095	2.56021	0.960341	nan
nan	nan	nan	nan	nan	174.474	33.9157	174.685	33.4095	2.56021	0.960341	nan
nan	nan	nan	nan	nan	177.03	34.2009	177.261	34.3262	2.52363	0.850119	nan
nan	nan	nan	nan	nan	177.211	33.8467	177.261	34.3262	2.52363	0.850119	nan
nan	nan	nan	nan	nan	180.145	35.1423	179.799	35.1289	2.47883	0.732949	nan
nan	nan	nan	nan	nan	179.543	35.4767	179.799	35.1289	2.47883	0.732949	nan
nan	nan	nan	nan	nan	182.599	35.753	182.292	35.8114	2.42515	0.611338	nan
nan	nan	nan	nan	nan	182.047	36.2626	182.292	35.8114	2.42515	0.611338	nan
nan	nan	nan	nan	nan	184.732	36.5155	184.73	36.37	2.36226	0.487877	nan
nan	nan	nan	nan	nan	184.833	36.1451	184.73	36.37	2.36226	0.487877	nan
nan	nan	nan	nan	nan	186.946	36.9404	187.103	36.804	2.29017	0.365145	nan
nan	nan	nan	nan	nan	187.296	36.9375	187.103	36.804	2.29017	0.365145	nan
nan	nan	nan	nan	nan	189.465	37.4052	189.401	37.1147	2.20928	0.245623	nan
nan	nan	nan	nan	nan	189.738	36.951	189.401	37.1147	2.20928	0.245623	nan
nan	nan	nan	nan	nan	191.735	37.5631	191.615	37.3064	2.12037	0.131591	nan
nan	nan	nan	nan	nan	191.682	37.1147	191.615	37.3064	2.12037	0.131591	nan
nan	nan	nan	nan	nan	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	nan
nan	nan	nan	nan	nan	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	nan
nan	nan	nan	nan	nan	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	nan
nan	nan	nan	nan	nan	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	nan
nan	nan	nan	nan	nan	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	nan
nan	nan	nan	nan	nan	197.582	37.303	197.683	37.2395	1.81869	-0.159495	nan
nan	nan	nan	nan	nan	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	nan
nan	nan	nan	nan	nan	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	nan
nan	nan	nan	nan	nan	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	nan
nan	nan	nan	nan	nan	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	nan
nan	nan	nan	nan	nan	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	nan
nan	nan	nan	nan	nan	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	nan
nan	nan	nan	nan	nan	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	nan
nan	nan	nan	nan	nan	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	nan
